"","site_id","horizon","profile","upper_depth","lower_depth","orientation","sample_area","sample_volume","fine_root_mass_g","fine_root_mass","coarse_root_mass_g","coarse_root_mass","fine_dead_root_mass_g","fine_dead_root_mass","coarse_dead_root_mass_g","coarse_dead_root_mass","method_id","notes","mg_cm_3","cum_mg_cm_3","cum_g","cum_vol","g_m_2","percent_of_total","root_prop","cum_percent_of_total","root_prop_of_total","total_biomass","depth","nlcd_class","beta"
"1706","D10CPER","A",3,0,10,"Parallel",20.26829916,608.0489749,0.3892,389.2,0,0,0,0,0,0,"BDC",NA,0.64008002,0.64008002,0.3892,0.01,0.03892,10.78499946,0.107849995,10.78499946,0.107849995,5.934910081,5,"Grassland Herbaceous",0.9639799
"1707","D10CPER","BA",3,10,20,"Parallel",20.26829916,364.829385,0.4906,490.6,0,0,0,0,0,0,"BDC",NA,1.344738171,1.984818191,0.8798,0.01,0.08798,22.65810523,0.226581052,33.44310468,0.334431047,5.934910081,15,"Grassland Herbaceous",0.9639799
"1708","D10CPER","BA",3,20,30,"Parallel",20.26829916,608.0489749,0.6201,620.1,0,0,0,0,0,0,"BDC",NA,1.019819169,3.00463736,1.4999,0.01,0.14999,17.18339713,0.171833971,50.62650182,0.506265018,5.934910081,25,"Grassland Herbaceous",0.9639799
"1709","D10CPER","Bt1",3,30,40,"Parallel",20.26829916,567.5123766,0.4018,401.8,0,0,0,0,0,0,"BDC",NA,0.70800218,3.71263954,1.9017,0.01,0.19017,11.92945084,0.119294508,62.55595265,0.625559526,5.934910081,35,"Grassland Herbaceous",0.9639799
"1710","D10CPER","Bt1",3,40,50,"Normal",18.8574099,207.4315089,0.1447,144.7,0,0,0,0,0,0,"DB",NA,0.697579653,4.410219193,2.0464,0.01,0.20464,11.75383693,0.117538369,74.30978958,0.743097896,5.934910081,45,"Grassland Herbaceous",0.9639799
"1711","D10CPER","Bt1_Bt2",3,50,60,"Normal",18.8574099,207.4315089,0.1064,106.4,0,0,0,0,0,0,"DB",NA,0.512940394,4.923159587,2.1528,0.01,0.21528,8.642766065,0.086427661,82.95255564,0.829525556,5.934910081,55,"Grassland Herbaceous",0.9639799
"1712","D10CPER","Bt2",3,60,70,"Normal",18.8574099,169.7166891,0.0526,52.6,0,0,0,0,0,0,"DB",NA,0.309928271,5.233087858,2.2054,0.01,0.22054,5.222122436,0.052221224,88.17467808,0.881746781,5.934910081,65,"Grassland Herbaceous",0.9639799
"1713","D10CPER","Bt2",3,70,80,"Normal",25,225,0.0512,51.2,0,0,0,0,0,0,"SK",NA,0.227555556,5.460643414,2.2566,0.01,0.22566,3.83418708,0.038341871,92.00886516,0.920088652,5.934910081,75,"Grassland Herbaceous",0.9639799
"1714","D10CPER","Bt2_Bk1",3,80,90,"Normal",25,500,0.1048,104.8,0,0,0,0,0,0,"SK",NA,0.2096,5.670243414,2.3614,0.01,0.23614,3.531645756,0.035316458,95.54051092,0.955405109,5.934910081,85,"Grassland Herbaceous",0.9639799
"1715","D10CPER","Bk1",3,90,100,"Normal",25,450,0.0221,22.1,0,0,0,0,0,0,"SK",NA,0.049111111,5.719354525,2.3835,0.01,0.23835,0.827495454,0.008274955,96.36800637,0.963680064,5.934910081,95,"Grassland Herbaceous",0.9639799
"1716","D10CPER","Bk1",3,110,120,"Normal",25,225,0.0074,7.4,0,0,0,0,0,0,"SK",NA,0.032888889,5.752243414,2.3909,0.01,0.23909,0.554159851,0.005541599,96.92216622,0.969221662,5.934910081,115,"Grassland Herbaceous",0.9639799
"1717","D10CPER","Bk1_Bk2",3,130,140,"Normal",25,225,0.0312,31.2,0,0,0,0,0,0,"SK",NA,0.138666667,5.890910081,2.4221,0.01,0.24221,2.336457752,0.023364578,99.25862398,0.99258624,5.934910081,135,"Grassland Herbaceous",0.9639799
"1718","D10CPER","Bk2",3,150,160,"Normal",25,350,0.0154,15.4,0,0,0,0,0,0,"SK",NA,0.044,5.934910081,2.4375,0.01,0.24375,0.741376017,0.00741376,100,1,5.934910081,155,"Grassland Herbaceous",0.9639799
"1719","D10STER","Ap1",1,0,10,"parallel",20.26829916,608.0489749,0.081,81,0,0,0,0,0,0,"BDC",NA,0.133212954,0.133212954,0.081,0.01,0.0081,20.391585,0.20391585,20.39158503,0.20391585,0.653274151,5,"Cultivated Crops",0.9709687
"1720","D10STER","Ap1/Ap2",1,10,20,"parallel",20.26829916,608.0489749,0.0613,61.3,0,0,0,0,0,0,"BDC",NA,0.100814248,0.234027202,0.1423,0.01,0.01423,15.43215013,0.154321501,35.8237352,0.358237352,0.653274151,15,"Cultivated Crops",0.9709687
"1721","D10STER","Ap2/Bt1",1,20,30,"parallel",20.26829916,567.5123766,0.0409,40.9,0,0,0,0,0,0,"BDC",NA,0.072068913,0.306096115,0.1832,0.01,0.01832,11.03195538,0.110319554,46.85569061,0.468556906,0.653274151,25,"Cultivated Crops",0.9709687
"1722","D10STER","Bt",1,40,50,"N_A",100,1000,0.0119,11.9,0,0,0,0,0,0,"SK",NA,0.0119,0.389207484,0.2384,0.01,0.02384,1.821593581,0.018215936,59.57797096,0.59577971,0.653274151,45,"Cultivated Crops",0.9709687
"1723","D10STER","Bt",1,50,60,"N_A",100,1000,0.0259,25.9,0,0,0,0,0,0,"SK",NA,0.0259,0.415107484,0.2643,0.01,0.02643,3.964644852,0.039646449,63.54261582,0.635426158,0.653274151,55,"Cultivated Crops",0.9709687
"1724","D10STER","Bt",1,60,70,"N_A",100,1000,0.0902,90.2,0,0,0,0,0,0,"SK",NA,0.0902,0.505307484,0.3545,0.01,0.03545,13.80737319,0.138073732,77.34998901,0.77349989,0.653274151,65,"Cultivated Crops",0.9709687
"1725","D10STER","Btk",1,70,80,"N_A",100,1000,0.0504,50.4,0,0,0,0,0,0,"SK",NA,0.0504,0.555707484,0.4049,0.01,0.04049,7.714984578,0.077149846,85.06497359,0.850649736,0.653274151,75,"Cultivated Crops",0.9709687
"1726","D10STER","Btk",1,80,90,"N_A",100,1000,0.0652,65.2,0,0,0,0,0,0,"SK",NA,0.0652,0.620907484,0.4701,0.01,0.04701,9.980495922,0.099804959,95.04546951,0.950454695,0.653274151,85,"Cultivated Crops",0.9709687
"1727","D10STER","Btk",1,90,100,"N_A",100,1000,0.0184,18.4,0,0,0,0,0,0,"SK",NA,0.0184,0.639307484,0.4885,0.01,0.04885,2.816581671,0.028165817,97.86205118,0.978620512,0.653274151,95,"Cultivated Crops",0.9709687
"1728","D10STER","Btk",1,100,120,"long axis parallel ",100,2000,0.0255,25.5,0,0,0,0,0,0,"SK",NA,0.01275,0.652057484,0.514,0.01,0.0514,1.951707408,0.019517074,99.81375859,0.998137586,0.653274151,110,"Cultivated Crops",0.9709687
"1729","D10STER","Btk/C1",1,120,140,"long axis parallel ",120,2400,0.0016,1.6,0,0,0,0,0,0,"SK",NA,0.000666667,0.652724151,0.5156,0.01,0.05156,0.102050061,0.001020501,99.9158087,0.999158087,0.653274151,130,"Cultivated Crops",0.9709687
"1730","D10STER","C1/C2",1,140,160,"long axis parallel ",100,2000,0.0011,1.1,0,0,0,0,0,0,"SK",NA,0.00055,0.653274151,0.5167,0.01,0.05167,0.0841913,0.000841913,100,1,0.653274151,150,"Cultivated Crops",0.9709687
"1731","D10STER","Ap1",2,0,10,"parallel",20.26829916,608.0489749,0.0704,70.4,0,0,0,0,0,0,"BDC",NA,0.115780147,0.115780147,0.0704,0.01,0.00704,31.46296777,0.314629678,31.46296763,0.314629676,0.367988641,5,"Cultivated Crops",0.9709687
"1732","D10STER","Ap1/Ap2",2,10,20,"parallel",20.26829916,608.0489749,0.0358,35.8,0,0,0,0,0,0,"BDC",NA,0.058876836,0.174656983,0.1062,0.01,0.01062,15.99963418,0.159996342,47.46260171,0.474626017,0.367988641,15,"Cultivated Crops",0.9709687
"1733","D10STER","Ap2/Bt1",2,20,30,"parallel",20.26829916,587.7806758,0.0477,47.7,0,0,0,0,0,0,"BDC",NA,0.081152719,0.255809702,0.1539,0.01,0.01539,22.05304999,0.2205305,69.51565171,0.695156517,0.367988641,25,"Cultivated Crops",0.9709687
"1734","D10STER","Bt",2,30,40,"parallel",20.26829916,608.0489749,0.0235,23.5,0,0,0,0,0,0,"BDC",NA,0.038648203,0.294457905,0.1774,0.01,0.01774,10.50255316,0.105025532,80.01820496,0.80018205,0.367988641,35,"Cultivated Crops",0.9709687
"1735","D10STER","Bt",2,40,50,"N_A",100,1000,0.0086,8.6,0,0,0,0,0,0,"SK",NA,0.0086,0.303057905,0.186,0.01,0.0186,2.337028658,0.023370287,82.35523362,0.823552336,0.367988641,45,"Cultivated Crops",0.9709687
"1736","D10STER","Bt",2,50,60,"N_A",100,1000,0.0177,17.7,0,0,0,0,0,0,"SK",NA,0.0177,0.320757905,0.2037,0.01,0.02037,4.809931076,0.048099311,87.1651647,0.871651647,0.367988641,55,"Cultivated Crops",0.9709687
"1737","D10STER","Bt",2,60,70,"N_A",100,1000,0.0099,9.9,0,0,0,0,0,0,"SK",NA,0.0099,0.330657905,0.2136,0.01,0.02136,2.690300432,0.026903004,89.85546513,0.898554651,0.367988641,65,"Cultivated Crops",0.9709687
"1738","D10STER","Btk",2,70,80,"N_A",100,1000,0.011,11,0,0,0,0,0,0,"SK",NA,0.011,0.341657905,0.2246,0.01,0.02246,2.989222703,0.029892227,92.84468783,0.928446878,0.367988641,75,"Cultivated Crops",0.9709687
"1739","D10STER","Btk",2,80,90,"N_A",110,1100,0.0049,4.9,0,0,0,0,0,0,"SK",NA,0.004454545,0.34611245,0.2295,0.01,0.02295,1.210511673,0.012105117,94.05519938,0.940551994,0.367988641,85,"Cultivated Crops",0.9709687
"1740","D10STER","Btk",2,90,100,"N_A",100,1000,0.0154,15.4,0,0,0,0,0,0,"SK",NA,0.0154,0.36151245,0.2449,0.01,0.02449,4.184911784,0.041849118,98.24011117,0.982401112,0.367988641,95,"Cultivated Crops",0.9709687
"1741","D10STER","Btk",2,100,120,"long axis parallel ",120,2400,0.0112,11.2,0,0,0,0,0,0,"SK",NA,0.004666667,0.366179117,0.2561,0.01,0.02561,1.268155086,0.012681551,99.50826634,0.995082663,0.367988641,110,"Cultivated Crops",0.9709687
"1742","D10STER","Btk/C1",2,120,140,"long axis parallel ",140,2800,0.0039,3.9,0,0,0,0,0,0,"SK",NA,0.001392857,0.367571974,0.26,0.01,0.026,0.378505472,0.003785055,99.88677178,0.998867718,0.367988641,130,"Cultivated Crops",0.9709687
"1743","D10STER","C1/C2",2,140,160,"long axis parallel ",120,2400,0.001,1,0,0,0,0,0,0,"SK",NA,0.000416667,0.367988641,0.261,0.01,0.0261,0.113228133,0.001132281,100,1,0.367988641,150,"Cultivated Crops",0.9709687
"1744","D10STER","Ap1",3,0,10,"parallel",20.26829916,628.3172741,0.0272,27.2,0,0,0,0,0,0,"BDC",NA,0.043290231,0.043290231,0.0272,0.01,0.00272,18.98114439,0.189811444,18.98114435,0.189811443,0.228069658,5,"Cultivated Crops",0.9709687
"1745","D10STER","Ap1/Ap2",3,10,20,"parallel",20.26829916,608.0489749,0.0114,11.4,0,0,0,0,0,0,"BDC",NA,0.01874849,0.062038721,0.0386,0.01,0.00386,8.220510329,0.082205103,27.20165477,0.272016548,0.228069658,15,"Cultivated Crops",0.9709687
"1746","D10STER","Ap2/Bt1",3,20,30,"parallel",20.26829916,577.6465262,0.023,23,0,0,0,0,0,0,"BDC",NA,0.039816737,0.101855458,0.0616,0.01,0.00616,17.45814751,0.174581475,44.65980214,0.446598021,0.228069658,25,"Cultivated Crops",0.9709687
"1747","D10STER","Bt",3,30,40,"parallel",20.26829916,608.0489749,0.0169,16.9,0,0,0,0,0,0,"BDC",NA,0.027793814,0.129649272,0.0785,0.01,0.00785,12.18654601,0.12186546,56.84634823,0.568463482,0.228069658,35,"Cultivated Crops",0.9709687
"1748","D10STER","Bt",3,40,50,"N_A",100,1000,0.0125,12.5,0,0,0,0,0,0,"SK",NA,0.0125,0.142149272,0.091,0.01,0.0091,5.480781665,0.054807817,62.3271299,0.623271299,0.228069658,45,"Cultivated Crops",0.9709687
"1749","D10STER","Bt",3,50,60,"N_A",100,1000,0.0133,13.3,0,0,0,0,0,0,"SK",NA,0.0133,0.155449272,0.1043,0.01,0.01043,5.831551692,0.058315517,68.15868159,0.681586816,0.228069658,55,"Cultivated Crops",0.9709687
"1750","D10STER","Bt",3,60,70,"N_A",100,1000,0.0332,33.2,0,0,0,0,0,0,"SK",NA,0.0332,0.188649272,0.1375,0.01,0.01375,14.5569561,0.145569561,82.71563769,0.827156377,0.228069658,65,"Cultivated Crops",0.9709687
"1751","D10STER","Btk",3,70,80,"N_A",110,1100,0.0289,28.9,0,0,0,0,0,0,"SK",NA,0.026272727,0.214921999,0.1664,0.01,0.01664,11.51960655,0.115196066,94.23524413,0.942352441,0.228069658,75,"Cultivated Crops",0.9709687
"1752","D10STER","Btk",3,80,90,"N_A",120,1200,0.0074,7.4,0,0,0,0,0,0,"SK",NA,0.006166667,0.221088666,0.1738,0.01,0.01738,2.703852288,0.027038523,96.93909656,0.969390966,0.228069658,85,"Cultivated Crops",0.9709687
"1753","D10STER","Btk",3,90,100,"N_A",100,1000,0.0013,1.3,0,0,0,0,0,0,"SK",NA,0.0013,0.222388666,0.1751,0.01,0.01751,0.570001293,0.005700013,97.50909786,0.975090979,0.228069658,95,"Cultivated Crops",0.9709687
"1754","D10STER","Btk",3,100,120,"long axis parallel ",100,2200,0.0066,6.6,0,0,0,0,0,0,"SK",NA,0.003,0.225388666,0.1817,0.01,0.01817,1.3153876,0.013153876,98.82448546,0.988244855,0.228069658,110,"Cultivated Crops",0.9709687
"1755","D10STER","Btk/C1",3,120,140,"long axis parallel ",110,2420,0.0031,3.1,0,0,0,0,0,0,"SK",NA,0.001280992,0.226669658,0.1848,0.01,0.01848,0.561666881,0.005616669,99.38615245,0.993861525,0.228069658,130,"Cultivated Crops",0.9709687
"1756","D10STER","C1/C2",3,140,160,"long axis parallel ",100,2000,0.0028,2.8,0,0,0,0,0,0,"SK",NA,0.0014,0.228069658,0.1876,0.01,0.01876,0.613847547,0.006138475,100,1,0.228069658,150,"Cultivated Crops",0.9709687
"1757","D11OAES","A/Bw",1,0,10,"parallel",20.26829916,678.988022,0.5789,578.9,0.2666,266.6,0,0,0,0,"BDC",NA,0.85259236,0.85259236,0.8455,0.01,0.08455,78.83705246,0.788370525,78.83705247,0.788370525,1.081461487,5,"Grassland Herbaceous",0.8505551
"1758","D11OAES","Bw",1,10,20,"parallel",20.26829916,668.8538724,0.0735,73.5,1.3778,1377.8,0,0,0,0,"BDC",NA,0.109889474,0.962481834,2.2968,0.01,0.22968,10.16120084,0.101612008,88.99825334,0.889982533,1.081461487,15,"Grassland Herbaceous",0.8505551
"1759","D11OAES","Bw/CR1",1,20,30,"parallel",20.26829916,638.4514237,0.054,54,0,0,0,0,0,0,"BDC",NA,0.084579653,1.047061487,2.3508,0.01,0.23508,7.82086595,0.078208659,96.81911927,0.968191193,1.081461487,25,"Grassland Herbaceous",0.8505551
"1760","D11OAES","CR1/CR2",1,30,40,"parallel",100,1000,0.0344,34.4,0,0,0,0,0,0,"SK",NA,0.0344,1.081461487,2.3852,0.01,0.23852,3.180880726,0.031808807,100,1,1.081461487,35,"Grassland Herbaceous",0.8505551
"1761","D11OAES","A/Bw",2,0,10,"parallel",20.26829916,638.4514237,0.1849,184.9,0.0205,20.5,0,0,0,0,"BDC",NA,0.289606998,0.289606998,0.2054,0.01,0.02054,31.26624221,0.312662422,31.26624224,0.312662422,0.926260968,5,"Grassland Herbaceous",0.8505551
"1762","D11OAES","Bw",2,10,20,"parallel",20.26829916,608.0489749,0.2278,227.8,0,0,0,0,0,0,"BDC",NA,0.374640875,0.664247873,0.4332,0.01,0.04332,40.44657909,0.404465791,71.71282133,0.717128213,0.926260968,15,"Grassland Herbaceous",0.8505551
"1763","D11OAES","Bw/CR1",2,20,30,"parallel",20.26829916,628.3172741,0.1263,126.3,0,0,0,0,0,0,"BDC",NA,0.201013095,0.865260968,0.5595,0.01,0.05595,21.70156166,0.217015617,93.41438298,0.93414383,0.926260968,25,"Grassland Herbaceous",0.8505551
"1764","D11OAES","CR1/CR2",2,30,40,"N/A",100,1000,0.061,61,0,0,0,0,0,0,"SK",NA,0.061,0.926260968,0.6205,0.01,0.06205,6.585617025,0.06585617,100,1,0.926260968,35,"Grassland Herbaceous",0.8505551
"1765","D11OAES","A/Bw",3,0,10,"parallel",20.26829916,689.1221716,0.7242,724.2,0,0,0,0,0,0,"BDC",NA,1.050902191,1.050902191,0.7242,0.01,0.07242,71.99754717,0.719975472,71.99754717,0.719975472,1.459636102,5,"Grassland Herbaceous",0.8505551
"1766","D11OAES","Bw",3,10,20,"parallel",20.26829916,648.5855732,0.1706,170.6,0,0,0,0,0,0,"BDC",NA,0.263033911,1.313936102,0.8948,0.01,0.08948,18.02051283,0.180205128,90.01805999,0.9001806,1.459636102,15,"Grassland Herbaceous",0.8505551
"1767","D11OAES","Bw/CR1",3,20,30,"N/A",100,1000,0.0522,52.2,0,0,0,0,0,0,"SK",NA,0.0522,1.366136102,0.947,0.01,0.0947,3.576233825,0.035762338,93.59429382,0.935942938,1.459636102,25,"Grassland Herbaceous",0.8505551
"1768","D11OAES","CR1/CR2",3,30,40,"N/A",100,1200,0.1122,112.2,0,0,0,0,0,0,"SK",NA,0.0935,1.459636102,1.0592,0.01,0.10592,6.405706181,0.064057062,100,1,1.459636102,35,"Grassland Herbaceous",0.8505551
"1769","D14JORN","A",1,0,10,"parallel",20.26829916,648.5855732,0.9372,937.2,0,0,0,0,0,0,"BDC",NA,1.444990513,1.444990513,0.9372,0.01,0.09372,40.58417417,0.405841742,40.58417417,0.405841742,3.560477803,5,"Shrub Scrub",0.951555
"1770","D14JORN","A_Bw",1,10,20,"parallel",20.26829916,608.0489749,0.3358,335.8,0,0,0,0,0,0,"BDC",NA,0.552258147,1.99724866,1.273,0.01,0.1273,15.51078752,0.155107875,56.0949617,0.560949617,3.560477803,15,"Shrub Scrub",0.951555
"1771","D14JORN","Bw",1,20,30,"parallel",20.26829916,608.0489749,0.1566,156.6,0,0,0,0,0,0,"BDC",NA,0.257545044,2.254793704,1.4296,0.01,0.14296,7.233440517,0.072334405,63.32840222,0.633284022,3.560477803,25,"Shrub Scrub",0.951555
"1772","D14JORN","Bw",1,30,40,"parallel",20.26829916,628.3172741,0.042,42,0,0,0,0,0,0,"BDC",NA,0.06684521,2.321638914,1.4716,0.01,0.14716,1.877422455,0.018774225,65.20582468,0.652058247,3.560477803,35,"Shrub Scrub",0.951555
"1773","D14JORN","Bw_2Bk",1,40,50,"N/A",100,1000,0.1018,101.8,0.3076,307.6,0,0,0,0,"SK",NA,0.1018,2.423438914,1.881,0.01,0.1881,2.859166821,0.028591668,68.0649915,0.680649915,3.560477803,45,"Shrub Scrub",0.951555
"1774","D14JORN","2Bk",1,50,60,"N/A",100,1000,0.055,55,0,0,0,0,0,0,"SK",NA,0.055,2.478438914,1.936,0.01,0.1936,1.544736494,0.015447365,69.609728,0.69609728,3.560477803,55,"Shrub Scrub",0.951555
"1775","D14JORN","2Bk",1,60,70,"N/A",100,1000,0.211,211,0,0,0,0,0,0,"SK",NA,0.211,2.689438914,2.147,0.01,0.2147,5.926170915,0.059261709,75.53589891,0.755358989,3.560477803,65,"Shrub Scrub",0.951555
"1776","D14JORN","2Bk_2Bkkm",1,70,80,"N/A",100,1000,0.283,283,0,0,0,0,0,0,"SK",NA,0.283,2.972438914,2.43,0.01,0.243,7.948371417,0.079483714,83.48427033,0.834842703,3.560477803,75,"Shrub Scrub",0.951555
"1777","D14JORN","2Bkkm",1,80,90,"N/A",100,1000,0.241,241,0,0,0,0,0,0,"SK",NA,0.241,3.213438914,2.671,0.01,0.2671,6.768754458,0.067687545,90.25302478,0.902530248,3.560477803,85,"Shrub Scrub",0.951555
"1778","D14JORN","2Bkkm",1,90,100,"N/A",90,900,0.017,17,0,0,0,0,0,0,"SK","shorter axis perpendicular to the face. Hard caliche layer made it hard to extract more",0.018888889,3.232327803,2.688,0.01,0.2688,0.530515564,0.005305156,90.78354035,0.907835404,3.560477803,95,"Shrub Scrub",0.951555
"1779","D14JORN","2Bkkm_2Bkk1",1,100,120,"long axis parallel",100,2000,0.0038,3.8,0,0,0,0,0,0,"SK",NA,0.0019,3.234227803,2.6918,0.01,0.26918,0.053363624,0.000533636,90.83690398,0.90836904,3.560477803,110,"Shrub Scrub",0.951555
"1780","D14JORN","2Bkk1",1,120,140,"long axis parallel",100,2000,0.0116,11.6,0,0,0,0,0,0,"SK",NA,0.0058,3.240027803,2.7034,0.01,0.27034,0.162899485,0.001628995,90.99980346,0.909998035,3.560477803,130,"Shrub Scrub",0.951555
"1781","D14JORN","2Bkk1",1,140,160,"long axis parallel",100,2000,0.5713,571.3,0,0,0,0,0,0,"SK",NA,0.28565,3.525677803,3.2747,0.01,0.32747,8.02279963,0.080227996,99.02260309,0.990226031,3.560477803,150,"Shrub Scrub",0.951555
"1782","D14JORN","2Bkk1/2Bkk2",1,160,180,"long axis parallel",100,2000,0.0696,69.6,0,0,0,0,0,0,"SK",NA,0.0348,3.560477803,3.3443,0.01,0.33443,0.977396909,0.009773969,100,1,3.560477803,170,"Shrub Scrub",0.951555
"1783","D14JORN","A",2,0,10,"parallel",20.26829916,668.8538724,0.3734,373.4,0,0,0,0,0,0,"BDC",NA,0.558268428,0.558268428,0.3734,0.01,0.03734,35.35583198,0.35355832,35.35583197,0.35355832,1.578999551,5,"Shrub Scrub",0.951555
"1784","D14JORN","A_Bw",2,10,20,"parallel",20.26829916,648.5855732,0.3212,321.2,0,0,0,0,0,0,"BDC",NA,0.49523149,1.053499918,0.6946,0.01,0.06946,31.36362452,0.313636245,66.71945646,0.667194565,1.578999551,15,"Shrub Scrub",0.951555
"1785","D14JORN","Bw",2,20,30,"parallel",20.26829916,587.7806758,0.0725,72.5,0,0,0,0,0,0,"BDC",NA,0.123345328,1.176845246,0.7671,0.01,0.07671,7.811612581,0.078116126,74.53106907,0.745310691,1.578999551,25,"Shrub Scrub",0.951555
"1786","D14JORN","Bw",2,30,40,"parallel",20.26829916,628.3172741,0.0708,70.8,0,0,0,0,0,0,"BDC",NA,0.112681925,1.289527171,0.8379,0.01,0.08379,7.136286074,0.071362861,81.66735514,0.816673551,1.578999551,35,"Shrub Scrub",0.951555
"1787","D14JORN","Bw_2Bk",2,40,50,"parallel",20.26829916,608.0489749,0.0561,56.1,0,0,0,0,0,0,"BDC",NA,0.092262305,1.381789476,0.894,0.01,0.0894,5.843086211,0.058430862,87.51044135,0.875104414,1.578999551,45,"Shrub Scrub",0.951555
"1788","D14JORN","2Bk",2,50,60,"parallel",20.26829916,608.0489749,0.0163,16.3,0,0,0,0,0,0,"BDC",NA,0.026807051,1.408596527,0.9103,0.01,0.09103,1.697723801,0.016977238,89.20816514,0.892081651,1.578999551,55,"Shrub Scrub",0.951555
"1789","D14JORN","2Bk",2,60,70,"parallel",20.26829916,608.0489749,0.0225,22.5,0,0,0,0,0,0,"BDC",NA,0.037003598,1.445600125,0.9328,0.01,0.09328,2.343483774,0.023434838,91.5516489,0.915516489,1.578999551,65,"Shrub Scrub",0.951555
"1790","D14JORN","2Bk_2Bkkm",2,70,80,"parallel",20.26829916,608.0489749,0.0242,24.2,0,0,0,0,0,0,"BDC",NA,0.039799426,1.485399551,0.957,0.01,0.0957,2.520546993,0.02520547,94.07219591,0.940721959,1.578999551,75,"Shrub Scrub",0.951555
"1791","D14JORN","2Bkkm",2,80,90,"N/A",100,1000,0.0297,29.7,0,0,0,0,0,0,"SK",NA,0.0297,1.515099551,0.9867,0.01,0.09867,1.880937837,0.018809378,95.95313374,0.959531337,1.578999551,85,"Shrub Scrub",0.951555
"1792","D14JORN","2Bkkm",2,90,100,"N/A",100,1000,0.0095,9.5,0,0,0,0,0,0,"SK",NA,0.0095,1.524599551,0.9962,0.01,0.09962,0.601646783,0.006016468,96.55478053,0.965547805,1.578999551,95,"Shrub Scrub",0.951555
"1793","D14JORN","2Bkkm_2Bkk1",2,100,120,"long axis parallel",100,2000,0.0185,18.5,0,0,0,0,0,0,"SK","lots of cave in during sampling so difficult to get an accurate area or volume",0.00925,1.533849551,1.0147,0.01,0.10147,0.585813973,0.00585814,97.1405945,0.971405945,1.578999551,110,"Shrub Scrub",0.951555
"1794","D14JORN","2Bkk1",2,120,140,"long axis parallel",100,2000,0.0418,41.8,0,0,0,0,0,0,"SK",NA,0.0209,1.554749551,1.0565,0.01,0.10565,1.323622922,0.013236229,98.46421742,0.984642174,1.578999551,130,"Shrub Scrub",0.951555
"1795","D14JORN","2Bkk1",2,140,160,"long axis parallel",100,2000,0.0107,10.7,0,0,0,0,0,0,"SK",NA,0.00535,1.560099551,1.0672,0.01,0.10672,0.338822136,0.003388221,98.80303956,0.988030396,1.578999551,150,"Shrub Scrub",0.951555
"1796","D14JORN","2Bkk1/2Bkk2",2,160,180,"long axis parallel",100,2000,0.0378,37.8,0,0,0,0,0,0,"SK",NA,0.0189,1.578999551,1.105,0.01,0.1105,1.196960442,0.011969604,100,1,1.578999551,170,"Shrub Scrub",0.951555
"1797","D14JORN","A",3,0,10,"parallel",20.26829916,689.1221716,0.5941,594.1,0,0,0,0,0,0,"BDC",NA,0.862111284,0.862111284,0.5941,0.01,0.05941,37.83433588,0.378343359,37.83433589,0.378343359,2.278647857,5,"Shrub Scrub",0.951555
"1798","D14JORN","A_Bw",3,10,20,"parallel",20.26829916,567.5123766,0.4112,411.2,0,0,0,0,0,0,"BDC",NA,0.724565696,1.58667698,1.0053,0.01,0.10053,31.79805487,0.317980549,69.63239077,0.696323908,2.278647857,15,"Shrub Scrub",0.951555
"1799","D14JORN","Bw",3,20,30,"parallel",20.26829916,608.0489749,0.1625,162.5,0,0,0,0,0,0,"BDC",NA,0.26724821,1.85392519,1.1678,0.01,0.11678,11.72836816,0.117283682,81.36075894,0.813607589,2.278647857,25,"Shrub Scrub",0.951555
"1800","D14JORN","Bw",3,30,40,"parallel",20.26829916,648.5855732,0.0375,37.5,0,0,0,0,0,0,"BDC",NA,0.057818122,1.911743312,1.2053,0.01,0.12053,2.537387343,0.025373873,83.89814627,0.838981463,2.278647857,35,"Shrub Scrub",0.951555
"1801","D14JORN","Bw_2Bk",3,40,50,"N/A",100,1000,0.0401,40.1,0,0,0,0,0,0,"SK",NA,0.0401,1.951843312,1.2454,0.01,0.12454,1.75981558,0.017598156,85.65796185,0.856579618,2.278647857,45,"Shrub Scrub",0.951555
"1802","D14JORN","2Bk",3,50,60,"N/A",100,1000,0.1439,143.9,0.1865,186.5,0,0,0,0,"SK",NA,0.1439,2.095743312,1.5758,0.01,0.15758,6.315148677,0.063151487,91.97311053,0.919731105,2.278647857,55,"Shrub Scrub",0.951555
"1803","D14JORN","2Bk",3,60,70,"N/A",100,1000,0.0616,61.6,0,0,0,0,0,0,"SK",NA,0.0616,2.157343312,1.6374,0.01,0.16374,2.703357599,0.027033576,94.67646812,0.946764681,2.278647857,65,"Shrub Scrub",0.951555
"1804","D14JORN","2Bk_2Bkkm",3,70,80,"long axis perpendicular to face",110,1100,0.0159,15.9,0,0,0,0,0,0,"SK","Long axis perpendicular not parallel to the face",0.014454545,2.171797857,1.6533,0.01,0.16533,0.634347489,0.006343475,95.31081559,0.953108156,2.278647857,75,"Shrub Scrub",0.951555
"1805","D14JORN","2Bkkm",3,80,90,"N/A",100,1000,0.0157,15.7,0,0,0,0,0,0,"SK",NA,0.0157,2.187497857,1.669,0.01,0.1669,0.689005102,0.006890051,95.9998207,0.959998207,2.278647857,85,"Shrub Scrub",0.951555
